Name,Address,Grade Spring 2020,Grade Fall 2019,Grade Spring 2019,Grade Fall 2018,Grade Spring 2018,Grade Fall 2017,Grade Spring 2017,Infection MRSA,Infection C Diff,Infection in Blood,Infection in Urinary Tract,Infection after Colon Surgery,Problem with Surgery Object Left in Patient Body,Problem with Surgery Wound Open,Problem with Surgery Complications,Problem with Surgery Collapsed Lung,Problem with Surgery Breathing Problem,Problem with Surgery Blood Clot,Problem with Surgery Accidental Cuts,Practices to Prevent Errors Order Medications through Computer,Practices to Prevent Errors Safe Medication Administration,Practices to Prevent Errors Handwashing,Practices to Prevent Errors Communication about Medicine,Practices to Prevent Errors Communication about Discharge,Practices to Prevent Errors Staff Work Together,Safety Problems Bed Sores,Safety Problems Patient Fals and Injuries,Safety Problems Air on Gas Bubble in Blood,Safety Problems Track and Reduce Risks,Doctor Nurse Staff Leadership,Doctor Nurse Staff Qualified Nurses,Doctor Nurse Staff Trained Doctors for ICU Patients,Doctor Nurse Staff Communication with Doctors,Doctor Nurse Staff Communication with Nurses,Doctor Nurse Staff Responsiveness of Hospital Staff
San Antonio Regional Hospital,"999 San Bernardino Road Upland, CA",c,c,c,b,c,c,ns,0.758,0.881,0.775,0.506,1.031,0,1.14,157.31,0.2,10.16,4.64,1.43,70,100,60,78,85,120,0.53,0.277,0,100,120,100,50,89,90,82
San Gorgonio Memorial Hospital,"600 N. Highland Springs Avenue Banning, CA",c,d,c,c,f,d,c,-1,0.227,-1,0.824,-1,0,0.94,-1,0.31,7.07,4.15,1.25,5,5,-2,76,93,-2,0.32,0,0,-2,-2,-2,5,89,88,86
San Dimas Community Hospital,"1350 W. Covina Boulevard San Dimas, CA",a,a,a,a,b,b,c,-1,0,0,0,-1,0,0.93,-1,0.24,5.91,3.1,1.19,100,100,60,78,85,120,0.14,0,0,100,120,100,100,86,88,84
San Joaquin General Hospital,"500 W. Hospital Road French Camp, CA",f,d,ns,ns,ns,d,d,2.001,0.228,1.58,2.127,2.66,0,0.93,158.55,0.3,5.84,3.49,1.84,70,75,42,72,83,110.77,0.6,0.896,0,90.91,83.08,88.24,50,88,87,76
San Gabriel Valley Medical Center,"438 W. Las Tunas Drive San Gabriel, CA",b,b,b,c,c,c,c,0,0.291,2.673,1.031,-1,0,1.21,139.19,0.22,6.68,3.09,1.1,70,75,60,82,86,120,1.17,0.224,0,100,120,100,-2,91,90,87
San Juan Regional Medical Center,"801 West Maple Street Farmington, NM",c,c,d,c,d,d,c,0,0.777,0.214,1.319,1.131,0,0.83,196.88,0.28,9.59,3.33,1.61,45,45,-2,78,86,-2,0.21,0.746,0,-2,-2,-2,5,89,89,85
San Leandro Hospital,"13855 E. 14th Street San Leandro, CA",f,f,d,d,d,d,d,-1,1.763,1.73,0.54,-1,0,0.93,171.37,0.34,10.13,3.48,1.5,-2,-2,-2,69,79,-2,0.98,0,0,-2,-2,-2,5,87,84,75
San Mateo Medical Center,"222 W. 39th Avenue San Mateo, CA",d,d,c,c,ns,c,c,-1,0.872,-1,0.856,-1,0,0.95,-1,0.32,7.06,3.66,1.27,45,45,-2,77,85,-2,0.42,0,0,-2,-2,-2,5,89,88,80
San Ramon Regional Medical Center,"6001 Norris Canyon Road San Ramon, CA",b,b,b,b,b,b,b,-1,0.456,-1,0.706,0.608,0,0.91,200.08,0.33,4.65,4.15,1.37,100,100,60,81,86,120,1.59,0,0,100,120,100,50,91,90,83
Sanford Aberdeen Medical Center,"2905 3rd Avenue SE Aberdeen, SD",b,c,b,b,ns,ns,ns,-1,0,-1,-1,-1,0,0.94,-1,0.26,6.22,4.11,1.26,45,45,-2,80,89,-2,0.94,0,0,-2,-2,-2,5,93,94,87
Sanford Bemidji Medical Center,"1300 Anne Street NW Bemidji, MN",d,d,d,d,d,d,d,0.772,0.468,0.79,1.722,0.838,0,1.2,145.19,0.39,8.39,3.85,1.14,45,45,-2,76,87,-2,1.51,1.269,0,-2,-2,-2,5,91,91,86
Sanford Broadway Medical Center,"801 Broadway North Fargo, ND",d,d,d,c,c,c,c,0.521,0.915,0.652,1.023,1.906,0,0.92,193.86,0.27,8.41,3.8,2.4,45,45,-2,77,86,-2,0.85,0.518,0.148,-2,-2,-2,75,90,90,82
Sanford Medical Center - Bismarck,"300 North Seventh Street Bismarck, ND",c,d,c,c,c,c,c,0.365,0.7,0.693,1.183,0.748,0,0.82,178.54,0.29,9.61,3.16,0.86,45,45,-2,76,86,-2,1.08,0.88,0,-2,-2,-2,5,91,91,84
Sanford USD Medical Center,"1305 West 18th Street Sioux Falls, SD",c,c,c,c,c,b,b,0.633,0.717,0.628,0.803,0.492,0.073,1.51,151.63,0.23,6.43,3.39,2.13,45,45,-2,79,89,-2,0.21,0.879,0,-2,-2,-2,5,91,92,87
Santa Barbara Cottage Hospital,"400 W. Pueblo Street Santa Barbara, CA",c,c,c,c,b,b,c,0.166,0.965,0.575,0.916,0.83,0.084,0.75,167.05,0.34,6.52,2.99,1.87,70,50,60,79,86,120,0.59,0.168,0.084,100,110.77,100,50,92,92,84
Santa Clara Valley Medical Center,"751 S. Bascom Avenue San Jose, CA",f,d,d,d,c,c,d,0.246,0.904,0.768,1.035,1.401,0.231,0.87,169.96,0.41,8.02,4.38,1.64,100,100,24,77,87,83.08,0.5,0.692,0,63.64,92.31,64.71,100,90,88,81
Santiam Hospital,"1401 North 10th Ave. Stayton, OR",c,c,c,c,ns,c,b,-1,1.865,-1,-1,-1,0,0.94,-1,0.27,9.11,4.28,1.26,-2,-2,-2,80,87,-2,0.46,0,0,-2,-2,-2,5,93,92,88
Sanford Medical Center Fargo,"5225 23rd Ave S Fargo, ND",d,d,ns,ns,ns,ns,ns,0.521,0.915,0.652,1.023,1.906,0,0.92,193.86,0.27,8.41,3.8,2.4,45,45,-2,77,86,-2,0.85,0.518,0.148,-2,-2,-2,75,90,90,82
Santa Rosa Memorial Hospital,"1165 Montgomery Drive Santa Rosa, CA",c,c,c,c,b,b,b,1.553,0.522,0.297,1.416,0.336,0,0.82,191.69,0.34,3.82,5.9,1.49,70,100,60,76,87,120,1,0.689,0,100,110.77,100,100,88,90,80
Sauk Prarie Hospital,"260 26th St. Prairie Du Sac, WI",a,a,a,ns,ns,ns,ns,-1,0,-1,-1,-1,0,0.95,-1,0.27,6.65,3.31,1.27,45,45,-2,88,93,-2,0.43,0,0,-2,-2,-2,-1,96,95,94
Sarah Bush Lincoln Health Center,"1000 Health Center Drive Mattoon, IL",a,a,a,b,a,b,b,-1,0.529,0,1.677,0,0,0.9,160.77,0.23,10.44,4.42,1.73,100,100,60,83,93,120,2.35,0.17,0,100,120,100,50,92,94,89
Scenic Mountain Medical Center,"1601 West 11th Place Big Spring, TX",c,d,c,c,ns,b,c,-1,0,-1,0,-1,0,0.95,-1,0.36,10.7,4.19,1.25,-2,-2,-2,75,83,-2,0.31,1.204,0,-2,-2,-2,5,89,90,87
Sarasota Memorial Hospital,"1700 South Tamiami Trail Sarasota, FL",a,a,a,a,a,a,a,0.93,0.595,0.797,0.668,1.045,0.035,1,129.61,0.36,6.37,3.04,1.33,100,100,-2,80,88,-2,0.58,0.422,0,-2,-2,-2,100,91,93,85
Schneck Medical Center,"411 W. Tipton Street Seymour, IN",a,a,a,a,a,a,a,-1,1.612,0.707,0,0.642,0,0.91,-1,0.25,6.12,3.41,1.11,45,45,-2,85,92,-2,0.23,0,0,-2,-2,-2,5,94,96,92
Scotland Health Care System,"500 Launchwood Dr. Laurinburg, NC",a,a,c,b,b,b,b,-1,0.538,-1,0.799,0,0,0.92,-1,0.28,9.36,3.13,1.14,100,100,-2,80,82,-2,0.15,0,0,-2,-2,-2,5,92,93,85
Scripps Memorial Hospital of Encinitas,"354 Santa Fe Drive Encinitas, CA",b,b,c,b,c,c,c,2.044,0.514,0,0.701,1.015,0,0.84,151.26,0.32,7.47,4.55,1.41,70,100,60,79,87,120,0.56,0.276,0,100,120,100,100,91,91,83
Scripps Green Hospital,"10666 N. Torrey Pines Rd La Jolla, CA",a,a,a,b,b,b,a,0,0.687,1.146,1.375,1.184,0,0.81,148.56,0.26,6.04,4.66,1.05,70,100,60,83,90,120,0.38,0.577,0,100,120,100,100,95,93,85
Scripps Mercy Hospital of San Diego,"4077 Fifth Avenue San Diego, CA",c,c,c,c,c,c,b,0.951,0.196,1.081,0.951,1.422,0,1.26,167.99,0.33,10.15,3.82,1.23,70,100,60,77,84,120,0.23,0.783,0,100,120,100,100,91,89,80
Scripps Memorial Hospital of La Jolla,"9888 Genesee Avenue La Jolla, CA",b,b,b,a,b,a,a,1.17,0.544,0.88,1.203,1.548,0,0.78,189.48,0.36,5.66,5.17,1.28,100,100,60,79,86,120,0.26,0.38,0,100,120,100,100,92,92,85
Saratoga Hospital,"211 Church Street Saratoga Springs, NY",c,c,c,c,c,a,a,0,0.783,0.568,0.554,1.244,0,1.46,169.65,0.21,6.21,5.06,1.25,45,45,-2,82,90,-2,0.49,0.309,0,-2,-2,-2,5,93,94,90
Sebastian River Medical Center,"13695 US-1 Sebastian, FL",d,c,a,c,f,d,c,-1,0.716,-1,1.607,0,0,0.88,149.76,0.27,6.97,3.86,1,100,75,36,69,76,120,0.87,0.795,0,100,120,94.12,15,88,84,77
Scripps Mercy Hospital of Chula Vista,"435 H Street Chula Vista, CA",c,c,c,c,b,b,c,1.225,0.479,1.821,1.079,1.301,0,1.26,167.99,0.33,10.15,3.82,1.23,70,100,60,77,84,120,0.23,0.783,0,100,120,100,100,91,89,80
Self Regional Healthcare,"1325 Spring Street Greenwood, SC",c,c,b,c,a,a,b,0.587,0.614,0.581,0.804,0.282,0.12,0.84,186.11,0.32,4.42,2.6,0.9,100,100,60,78,84,120,0.84,1.625,0.12,100,120,100,100,92,92,85
Sentara Halifax Regional Hospital,"2204 Wilborn Avenue South Boston, VA",c,c,d,d,c,c,c,-1,0.376,-1,0.506,-1,0.24,0.92,155.88,0.32,11.7,3.51,1.67,40,100,60,84,87,120,0.45,0.48,0,100,120,100,5,93,92,88
Sentara Albemarle Medical Center,"1144 North Road Street Elizabeth City, NC",a,a,b,a,b,d,c,-1,0.927,0,0,-1,0,0.91,171.19,0.27,7.15,3.71,1.11,100,100,60,80,87,120,0.38,0.185,0,100,120,100,5,90,91,85
Sentara CarePlex Hospital,"3000 Coliseum Drive Hampton, VA",a,a,a,a,a,a,a,0.393,0.415,0.464,0.437,0.3,0,0.86,158.22,0.25,4.59,3.03,1.2,100,100,60,80,89,120,0.23,0.268,0,100,120,100,100,92,89,85
Sentara Leigh Hospital,"830 Kempsville Road Norfolk, VA",a,a,a,a,a,a,a,0.869,0.62,0.779,0.405,1.147,0,0.78,171.12,0.29,5.28,2.92,1.42,100,100,60,81,90,120,0.15,0.209,0,100,120,100,100,92,92,85
Sentara Martha Jefferson Hospital,"500 Martha Jefferson Drive Charlottesville, VA",a,a,b,a,a,a,b,0,0.618,1.103,2.268,0.41,0,0.84,162.27,0.19,3.47,2.4,1.4,70,100,60,83,90,120,0.1,0.523,0,90.91,120,100,100,93,92,86
Sentara Norfolk General Hospital,"600 Gresham Drive Norfolk, VA",b,b,b,b,c,c,b,0.976,0.579,0.425,0.703,0.281,0.122,1.38,179.89,0.29,4.53,6.1,2.22,100,100,60,80,87,120,0.78,0.426,0,100,120,100,100,91,92,85
Sentara Princess Anne Hospital,"2025 Glenn Mitchell Drive Virginia Beach, VA",a,a,a,a,a,a,a,1.222,0.58,1.592,1.175,0.429,0,0.85,163.2,0.25,8.37,3.78,1.43,100,100,60,80,90,120,0.09,0.112,0,100,120,100,100,91,92,87
Sentara Northern Virginia Medical Center,"2300 Opitz Boulevard Woodbridge, VA",c,b,b,b,b,a,a,2.634,0.374,1.516,0.353,2.442,0,1.14,158.56,0.29,5.08,6.78,1.52,100,100,60,76,86,120,0.09,0.138,0,100,120,100,100,90,90,83
Sentara Obici Hospital,"2800 Godwin Boulevard Suffolk, VA",a,a,a,a,a,a,a,2.463,0.904,0.58,1.786,0.455,0,0.88,144.88,0.2,5.65,3.04,1.27,70,100,60,83,92,120,0.25,0.127,0,100,120,100,100,92,92,87
Sentara RMH Medical Center,"2010 Health Campus Drive Harrisonburg, VA",b,b,c,c,b,a,a,1.44,0.354,0,2.426,0.612,0,0.84,154.63,0.17,3.34,4.01,2.26,100,100,60,83,89,120,0.54,0.229,0,100,120,100,15,92,92,85
Sentara Virginia Beach General Hospital,"1060 First Colonial Road Virginia Beach, VA",a,a,c,b,b,a,a,0.382,0.676,0.155,0.269,0.698,0,0.78,133.73,0.34,4.56,3.01,1.41,100,100,60,80,89,120,0.69,0.322,0,100,120,100,100,91,92,86
Sentara Williamsburg Regional Medical Center,"100 Sentara Circle Williamsburg, VA",a,a,a,a,a,a,a,1.409,0.676,0.493,1.058,0,0,0.89,170.61,0.26,5.33,3.04,1.05,100,100,60,78,89,120,0.12,0.408,0,100,120,100,100,91,92,86
Sequoia Hospital,"170 Alameda De Las Pulgas Redwood City, CA",b,a,a,a,a,a,a,-1,0.582,0.727,0.528,2.786,0,0.89,177.52,0.27,10.21,3.19,1.83,100,75,60,79,89,120,0.38,0.442,0,90.91,120,100,100,94,93,85
Seton Medical Center,"1900 Sullivan Avenue Daly City, CA",a,a,b,b,c,d,d,0.422,0.155,0.489,0.42,-1,0,0.91,158.7,0.27,8.52,3.26,1.1,100,75,60,73,84,120,0.13,0.248,0,100,120,100,100,90,89,83
Seton Medical Center Harker Heights,"850 West Central Texas Expressway Harker Heights, TX",b,a,a,a,a,a,a,-1,0.475,-1,-1,-1,0,0.94,-1,0.25,11.23,3.63,1.18,-2,-2,-2,82,89,-2,0.61,0.821,0,-2,-2,-2,5,93,93,89
Seton Medical Center Austin,"1201 West 38th Street Austin, TX",a,a,a,c,a,b,a,0.46,0.523,0.646,0.652,1.022,0,0.77,173.83,0.18,9.27,2.02,1.29,100,100,60,81,88,120,0.49,0.532,0,100,120,100,100,91,90,83
Seton Medical Center Williamson,"201 Seton Parkway Round Rock, TX",c,c,b,c,a,a,a,2.075,0.974,0.731,0.831,0,0.215,0.9,178.68,0.31,7.16,3.77,1.08,100,100,60,80,87,120,0.33,1.077,0,100,120,100,100,91,90,85
Shannon Medical Center,"120 East Harris Street San Angelo, TX",c,c,c,c,c,b,b,1.311,1.155,1.332,1.118,2.199,0.096,1.34,215.45,0.26,10.36,3.2,1.3,-2,-2,-2,80,86,-2,0.4,0.48,0,-2,-2,-2,5,93,92,87
Seton Medical Center Hays,"6001 Kyle Parkway Kyle, TX",a,a,a,c,c,a,a,0,0.63,0.197,0.868,0.523,0,0.91,189.67,0.23,6.87,3.33,1.11,100,100,60,85,89,120,0.14,0.25,0,100,120,100,100,91,91,85
Sharon Regional Medical Center,"740 East State Street Sharon, PA",b,b,b,b,ns,ns,ns,0,0.325,0,0,0,0,0.92,153.41,0.28,9.91,3.4,1.42,70,75,48,74,85,120,0.36,0,0,81.82,120,100,50,90,89,81
Seton Northwest Hospital,"11113 Research Boulevard Austin, TX",a,a,a,c,a,a,a,-1,0.333,-1,-1,0,0,0.92,-1,0.26,8.76,3.13,1.16,100,100,60,84,88,120,0.28,0,0,100,120,100,100,91,91,86
Sharon Hospital,"50 Hospital Hill Road Sharon, CT",a,a,a,ns,ns,ns,a,-1,0,-1,-1,-1,0,0.94,-1,0.26,6.61,3.42,1.23,-2,-2,-2,78,91,-2,0.32,0.543,0,-2,-2,-2,5,93,93,93
Sharp Coronado Hospital and Healthcare Center,"250 Prospect Place Coronado, CA",a,a,a,a,ns,ns,ns,-1,0,-1,-1,-1,0,0.94,-1,0.26,5.69,4.4,1.86,100,100,60,84,92,120,0.25,0,0,100,120,100,5,95,94,90
Sharp Chula Vista Medical Center,"751 Medical Center Court Chula Vista, CA",a,a,a,a,a,b,b,0.703,0.644,1.762,0.323,1.179,0,1.14,159.27,0.34,4.71,3.29,1.19,100,100,60,79,87,110.77,0.23,0.128,0,100,120,100,100,91,91,84
Sharp Grossmont Hospital,"5555 Grossmont Center Drive La Mesa, CA",b,b,b,b,b,a,b,0.523,0.394,0.157,0.967,0.968,0,1,215.45,0.38,6.5,5.33,1.95,100,100,60,76,86,120,0.49,0.517,0,100,120,100,100,90,91,83
Sharp Memorial Hospital,"7901 Frost Street San Diego, CA",a,a,a,a,a,a,a,0.442,0.697,0.38,1.116,1.516,0.089,0.78,167.79,0.31,10.3,4.35,0.89,100,100,60,81,90,120,0.27,0.356,0,100,120,100,100,92,93,86
Shasta Regional Medical Center,"1100 Butte Street Redding, CA",b,b,c,c,c,c,c,1.229,0.293,0.873,1.352,0.34,0,0.85,178.17,0.22,7.76,1.99,0.93,100,100,60,79,85,120,0.07,0,0,100,110.77,100,50,87,88,83
Shelby Baptist Medical Center,"1000 First Street N. Alabaster, AL",b,b,b,b,a,a,b,1.305,0.395,0.337,0.699,0.242,0.178,1.09,129.04,0.25,6.23,4.18,0.91,100,100,60,78,86,120,0.44,0.713,0,100,120,100,5,91,89,85
Sherman Oaks Hospital,"4929 Van Nuys Boulevard Sherman Oaks, CA",a,a,a,a,c,c,b,-1,0.278,0,0,-1,0,0.92,145.84,0.2,6.08,2.19,1.13,100,100,60,74,80,120,0.06,0,0,100,120,100,100,85,86,81
Sierra Nevada Memorial Hospital,"155 Glasson Way Grass Valley, CA",b,b,b,b,c,c,c,-1,0.686,0.951,0,0,0,1.17,177.62,0.23,8.33,3.51,1.33,100,100,60,79,86,120,1.37,0.208,0,100,120,82.35,50,92,92,85
Sierra View Medical Center,"465 W. Putnam Avenue Porterville, CA",c,c,b,b,b,c,b,2.835,0.26,0.869,0,-1,0,0.91,186.81,0.28,8.16,3.76,2.17,40,75,60,80,87,120,2.35,0,0,100,120,100,100,91,90,85
Shore Medical Center,"100 Medical Center Way Somers Point, NJ",a,a,a,a,a,a,a,0,1.031,0.522,0.855,1.906,0,0.87,165.48,0.2,6.27,3.01,0.99,100,100,60,77,84,120,1.46,0.356,0,100,120,100,100,92,92,86
Signature Healthcare Brockton Hospital,"680 Centre Street Brockton, MA",a,a,a,a,a,a,a,0.743,0.459,0,0.292,1.732,0,0.89,169.51,0.26,4.85,3.37,1.68,100,100,60,80,89,120,0.13,0.272,0,100,120,100,100,90,92,85
Silver Cross Hospital,"1900 Silver Cross Boulevard New Lenox, IL",a,a,a,a,a,a,a,0.76,0.193,0.2,1.754,0.399,0,1.05,150.72,0.24,6.02,5.01,0.78,70,100,60,79,88,120,0.36,0.07,0,100,120,100,100,91,93,88
Sibley Memorial Hospital,"5255 Loughboro Road NW Washington, DC",b,a,b,b,a,b,b,0,0.466,0.837,1.353,0.4,0,0.83,178.79,0.41,6.19,3.67,1.1,100,75,60,77,87,120,0.47,0.668,0,100,120,100,100,91,91,82
Sierra Vista Regional Medical Center,"1010 Murray Avenue San Luis Obispo, CA",a,a,a,a,a,a,a,-1,0.329,0.596,1.036,0,0,1.18,169.99,0.24,5.33,2.34,1.09,100,100,60,81,88,120,0.44,0,0,100,120,100,100,89,90,86
Sinai Hospital of Baltimore,"2401 W. Belvedere Avenue Baltimore, MD",c,d,c,c,c,c,ns,0.95,0.84,1.072,1.172,0.822,0,1.06,180.1,0.43,7.1,5.6,2.22,70,75,60,72,85,120,0.79,0.691,0,100,120,100,100,91,90,82
Singing River Hospital,"2809 Denny Avenue Pascagoula, MS",a,b,b,c,c,c,c,0,0.747,0.779,0.916,1.026,0,1.35,185.09,0.29,6.04,3.1,1.07,100,100,60,78,86,120,0.07,0.249,0,100,120,100,100,93,92,86
Sinai-Grace Hospital,"6071 W. Outer Drive Detroit, MI",c,c,c,c,c,c,c,0.333,0.336,0.839,0.369,1.064,0,1.14,132.92,0.38,10.01,6.61,1.11,100,75,60,75,82,120,0.3,0.522,0,100,120,100,100,88,87,80
Skagit Valley Hospital,"300 Hospital Parkway Mount Vernon, WA",c,c,d,c,c,c,c,0,1.3,1.361,1.882,1.628,0,0.89,174.01,0.25,6.14,3.64,1.59,100,75,-2,77,87,-2,0.14,0.861,0,-2,-2,-2,50,91,91,85
Sky Lakes Medical Center,"2865 Daggett Avenue Klamath Falls, OR",a,a,a,a,b,c,d,-1,0.767,0,0,0.695,0,0.89,149.46,0.22,11.48,2.63,1.13,70,100,60,82,86,120,0.66,0.663,0,100,120,100,5,93,93,89
Sky Ridge Medical Center,"10101 RidgeGate Parkway Lone Tree, CO",a,a,a,a,a,a,a,0.315,0.677,0.169,0.573,0,0,0.86,145.43,0.33,8.02,1.99,1.46,100,100,60,79,88,120,0.12,0.59,0,100,120,100,100,90,90,85
South Baldwin Regional Medical Center,"1613 N. McKenzie Street Foley, AL",a,a,ns,a,a,a,a,0.906,0.333,0,0,0,0,0.9,167.34,0.33,6.78,5,1.1,-2,100,-2,83,87,-2,0.17,0,0,-2,-2,-2,100,93,94,90
Slidell Memorial Hospital,"1001 Gause Boulevard Slidell, LA",c,c,b,a,a,a,a,1.011,1.258,0.749,0.398,0,0.19,0.91,153.11,0.22,10.31,3.94,1.06,70,75,60,76,84,120,0.55,0.38,0,90.91,83.08,64.71,100,91,91,85
South Central Regional Medical Center,"1220 Jefferson Street Laurel, MS",c,c,b,b,b,c,c,0.582,0.113,0,0.288,-1,0,0.9,159.64,0.26,5.22,3.55,1.33,45,45,-2,79,84,-2,0.35,0.308,0,-2,-2,-2,5,92,91,85
South County Hospital,"100 Kenyon Avenue Wakefield, RI",a,a,a,a,a,a,a,0.976,0.456,0,-1,0,0,0.9,149.02,0.33,7.32,3.4,1.38,100,75,30,81,92,0,0.2,0,0,100,120,94.12,100,94,95,91
South Florida Baptist Hospital,"301 North Alexander Street Plant City, FL",b,c,c,c,b,b,b,1.49,0.312,1.207,0.73,0.613,0,0.92,-1,0.24,9.33,4.3,1.15,40,100,60,79,90,110.77,0.51,0.305,0,100,120,100,100,90,92,87
South Georgia Medical Center,"2501 North Patterson Street Valdosta, GA",b,b,c,c,b,b,b,0.942,0.557,1.157,0.826,0,0,0.86,214.97,0.24,8.21,2.66,1.83,100,100,60,77,81,120,0.07,0.349,0,100,120,100,5,91,92,82
South Nassau Communities Hospital,"1 Healthy Way Oceanside, NY",c,c,c,c,c,c,c,0.52,0.32,0.717,0.78,1.082,0.067,0.79,195.08,0.28,7.39,4.85,1.15,100,75,60,74,83,120,0.64,0.538,0,100,120,100,100,88,89,80
South Shore Hospital,"55 Fogg Road South Weymouth, MA",a,a,a,b,a,a,a,0,0.828,0.339,0.968,0.976,0,1.5,170.97,0.28,5.58,3.4,0.92,100,100,48,82,90,120,0.37,0.3,0,100,120,100,100,92,93,85
South Texas Health System Edinburg,"1102 West Trenton Road Edinburg, TX",a,a,a,a,b,c,c,0.812,0.516,0.638,1.229,-1,0,0.87,105.98,0.27,9.16,3.13,1.2,100,100,60,78,84,120,0.15,0.111,0,100,120,100,50,89,90,83
Southampton Hospital,"240 Meeting House Lane Southampton, NY",c,c,c,c,c,b,c,-1,0.883,2.673,1.547,-1,0,0.89,170.52,0.27,3.92,4.22,0.87,100,75,60,75,85,120,0.66,0.316,0,90.91,120,100,100,91,92,83
South Texas Health System Heart,"1900 S. D Street McAllen, TX",a,a,ns,ns,ns,ns,ns,-1,0.85,-1,0.838,0,0,0.87,105.98,0.27,9.16,3.13,1.2,100,100,60,78,84,120,0.15,0.111,0,100,120,100,5,89,90,83
South Texas Health System McAllen,"301 West Expressway 83 McAllen, TX",a,a,a,a,b,a,c,0.266,0.598,0,0.429,0,0,0.87,105.98,0.27,9.16,3.13,1.2,100,100,60,78,84,120,0.15,0.111,0,100,120,100,50,89,90,83
Southeast Georgia Health System - Brunswick Campus,"2415 Parkwood Drive Brunswick, GA",c,c,c,c,c,c,b,1.008,0.814,1.89,1.418,0.356,0,1.12,184.4,0.29,6.62,6.15,2.14,40,75,60,77,85,110.77,0.27,0.336,0,100,120,100,100,91,91,82
Southeast Georgia Health System - Camden Campus,"2000 Dan Proctor Drive St. Marys, GA",b,c,b,b,c,c,c,-1,0.998,-1,-1,-1,0,0.94,-1,0.26,6.67,5.19,1.25,40,100,60,86,88,110.77,0.41,0,0,100,120,100,5,93,95,88
Southeast Health Medical Center,"1108 Ross Clark Circle Dothan, AL",c,d,c,c,c,c,c,0.29,0.43,1.123,0.271,0.401,0,0.76,163.11,0.42,8.66,4.73,0.9,100,75,54,77,88,120,0.32,0.839,0,100,120,76.47,100,91,89,80
Southeast Hospital,"1701 Lacey Street Cape Girardeau, MO",a,b,b,b,b,c,c,0.879,0.883,1.006,0.797,0,0,1.05,185.37,0.23,10.18,3.49,1.58,100,100,60,77,90,120,0.48,0.245,0,100,120,100,100,92,92,85
Southeastern Regional Medical Center,"300 West 27th Street Lumberton, NC",c,b,b,b,c,c,c,0.363,0.46,1.567,1.307,2.313,0,0.89,166.46,0.2,7.53,3.71,1.3,100,100,60,77,84,120,0.4,0.772,0,100,120,100,100,89,88,82
Southeastern Ohio Regional Medical Center,"1341 Clark Street Cambridge, OH",b,b,b,a,a,a,a,-1,0.418,0.851,0.659,0,0,0.92,166.7,0.25,7.3,3.42,1.45,-2,-2,-2,80,90,-2,0.53,0.696,0,-2,-2,-2,5,91,93,87
Southern Hills Hospital and Medical Center,"9300 W. Sunset Road Las Vegas, NV",b,c,c,c,c,c,c,1.122,0.717,1.27,0.666,1.601,0,0.89,147.29,0.25,13.39,4.14,1.3,100,100,60,76,84,120,0.43,0,0,100,110.77,100,100,87,89,85
Southern Ocean Medical Center,"1140 Route 72 W. Manahawkin, NJ",c,b,a,a,b,a,a,2.523,0.095,0.308,0.524,0.557,0.145,0.83,147.4,0.33,8.68,3.43,1.16,100,100,60,75,86,120,2.18,0.29,0,100,120,100,100,88,90,81
Southern New Hampshire Medical Center,"8 Prospect Street Nashua, NH",c,c,c,c,c,b,b,1.245,1.103,0.51,0.336,0.588,0,0.87,167.89,0.21,9.22,3.98,1.58,45,45,-2,81,90,-2,0.13,0.448,0,-2,-2,-2,5,91,92,84
Southern Tennessee Regional Health System Sewanee,"1260 University Avenue Sewanee, TN",c,c,c,c,b,ns,ns,-1,0.578,-1,0.85,-1,0,0.93,-1,0.3,5.6,4.59,1.5,45,45,-2,78,85,-2,0.24,0.792,0,-2,-2,-2,-2,92,90,85
Southern Ohio Medical Center,"1805 27th Street Portsmouth, OH",a,a,a,a,b,c,b,0,0.767,0,0.552,0.407,0,0.86,153.87,0.19,-1,3.82,1.47,45,75,60,82,88,120,0.08,0.43,0,100,120,100,100,90,92,88
Southern Regional Medical Center,"11 Upper Riverdale Road SW Riverdale, GA",c,b,c,c,c,c,c,0.754,0.126,0.959,0,-1,0.22,0.92,150.47,0.22,7.33,3.07,1.09,100,100,60,70,76,120,0.1,0,0,100,120,100,100,85,85,75
Southside Regional Medical Center,"200 Medical Park Boulevard Petersburg, VA",b,b,c,c,c,c,c,1.009,0.35,0.312,0.243,0,0,0.86,163.52,0.19,9.21,3.37,1.14,40,100,60,79,86,120,0.47,0.391,0,100,120,100,5,90,92,85
Southern Tennessee Regional Health System Winchester,"185 Hospital Road Winchester, TN",c,c,c,c,b,b,b,-1,0.143,-1,0.965,-1,0,0.93,-1,0.3,5.6,4.59,1.5,70,75,60,78,85,120,0.24,0.792,0,100,120,100,5,92,90,85
Southside Hospital,"301 E. Main Street Bay Shore, NY",d,d,c,d,d,d,d,0.662,0.439,1.129,1.094,0.776,0,0.82,181.72,0.22,6.69,3.08,1.16,45,45,-2,75,83,-2,0.41,0.511,0,-2,-2,-2,5,89,89,77
Southwest General Health Center,"18697 Bagley Road Middleburg Heights, OH",b,b,b,a,a,a,a,2.516,1.107,0.623,0.466,0.356,0,1.11,160.57,0.24,9.83,3.47,1.11,15,100,60,79,91,120,0.07,0.102,0,100,110.77,100,100,92,93,90
